Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
T2672,1939,1089.49,Online Purchase,12,Desktop,Boston,2,80,10,Credit Card,0
T2673,1525,1770.15,ATM Withdrawal,1,Desktop,Houston,3,23,12,Credit Card,0
T2674,3381,2463.05,ATM Withdrawal,1,Mobile,Chicago,0,90,5,Debit Card,0
T2675,1001,462.31,POS Payment,9,Desktop,Seattle,4,105,3,Credit Card,0
T2676,1374,4788.26,POS Payment,19,Mobile,Los Angeles,0,8,6,UPI,0
T2677,3340,,POS Payment,6,Desktop,San Francisco,2,73,13,,0
T2678,3884,517.16,Bill Payment,3,Mobile,,4,39,14,Credit Card,0
T2679,4052,4115.2,ATM Withdrawal,10,Tablet,Boston,2,68,12,UPI,0
T2680,1552,1616.16,Bill Payment,1,Tablet,San Francisco,3,91,7,Net Banking,0
T2681,3365,2986.01,Online Purchase,18,Desktop,Chicago,2,63,1,UPI,0
T2682,2525,1389.33,ATM Withdrawal,20,Tablet,Houston,0,95,10,Net Banking,1
T2683,2851,3668.36,POS Payment,14,Mobile,Houston,3,31,4,,0
T2684,1380,,POS Payment,16,Tablet,Chicago,2,40,4,Net Banking,0
T2685,2646,2762.46,Online Purchase,21,Desktop,Boston,2,12,11,,0
T2686,1013,1208.42,ATM Withdrawal,4,Desktop,Houston,2,88,3,Credit Card,0
T2687,1503,1272.25,Bill Payment,21,Mobile,San Francisco,4,48,3,Net Banking,0
T2688,3278,1917.4,Bill Payment,21,Desktop,Chicago,2,70,11,Invalid Method,0
T2689,3008,,Online Purchase,7,Desktop,New York,1,105,4,UPI,0
T2690,4155,1691.59,ATM Withdrawal,10,Tablet,New York,2,76,12,Credit Card,0
T2691,1129,3423.35,Bill Payment,8,Desktop,Miami,4,76,6,Credit Card,0
T2692,4814,49997.8,POS Payment,5,Tablet,Miami,1,108,11,Net Banking,0
T2693,1837,1666.25,POS Payment,11,Mobile,Chicago,0,56,12,UPI,0
T2694,4216,1171.78,Bill Payment,8,Mobile,Houston,2,26,12,Net Banking,0
T2695,3938,4164.05,ATM Withdrawal,,Tablet,Chicago,1,49,11,UPI,0
T2696,4928,4454.07,Bill Payment,14,,Miami,1,107,5,Invalid Method,0
T2697,3040,2053.06,Online Purchase,20,Desktop,Miami,3,81,10,Debit Card,0
T2698,1027,139.39,ATM Withdrawal,14,Unknown Device,Boston,1,59,6,Credit Card,0
T2699,3113,3476.33,Bill Payment,1,Desktop,Boston,0,117,7,Net Banking,0
T2700,4234,3921.25,POS Payment,18,Mobile,San Francisco,4,41,6,Debit Card,0
T2701,2252,95.03,ATM Withdrawal,4,Desktop,Los Angeles,1,68,4,Debit Card,0
T2702,1260,2977.18,Bank Transfer,5,Tablet,Boston,1,66,14,Invalid Method,0
T2703,3046,2943.9,ATM Withdrawal,11,Mobile,Houston,3,13,2,,0
T2704,2472,1896.65,POS Payment,21,Mobile,Los Angeles,1,99,12,Credit Card,0
T2705,2447,3750.09,ATM Withdrawal,13,Desktop,Miami,1,94,11,Net Banking,0
T2706,1459,2143.75,Online Purchase,0,Mobile,Los Angeles,1,78,4,Net Banking,0
T2707,4747,3385.5,POS Payment,17,Tablet,New York,3,65,6,UPI,0
T2708,1300,,POS Payment,5,Desktop,Seattle,3,12,13,Net Banking,0
T2709,3966,49997.8,Online Purchase,6,Desktop,New York,0,40,4,Credit Card,0
T2710,4374,3034.47,Bank Transfer,8,Mobile,Boston,4,8,8,Invalid Method,0
T2711,3334,3685.86,ATM Withdrawal,18,Tablet,San Francisco,2,74,13,Debit Card,0
T2712,4466,4869.66,Online Purchase,23,Desktop,Houston,0,53,1,Debit Card,0
T2713,4081,1903.64,ATM Withdrawal,14,Mobile,New York,0,44,7,Net Banking,0
T2714,4778,327.04,ATM Withdrawal,14,,Seattle,3,118,6,Net Banking,0
T2715,1629,4939.92,Bank Transfer,21,Tablet,Miami,1,9,4,Credit Card,1
T2716,1269,3120.91,ATM Withdrawal,0,Mobile,New York,4,15,1,UPI,0
T2717,3639,4732.52,Online Purchase,13,Tablet,Miami,4,51,6,Credit Card,0
T2718,2993,523.62,ATM Withdrawal,16,Mobile,Miami,1,83,2,Credit Card,0
T2719,2628,1713.46,ATM Withdrawal,9,Mobile,Chicago,0,17,13,Credit Card,0
T2720,2801,674.01,Bank Transfer,16,Mobile,Boston,1,76,12,,0
T2721,3891,4178.37,ATM Withdrawal,19,,Houston,0,13,11,UPI,0
T2722,1861,4402.31,POS Payment,18,Mobile,San Francisco,3,4,10,UPI,0
T2723,4432,2509.05,Bill Payment,,Tablet,Boston,2,33,12,UPI,0
T2724,2280,937.1,POS Payment,21,Desktop,New York,1,68,3,UPI,0
T2725,3180,639.96,Bank Transfer,19,Tablet,Los Angeles,0,58,11,Debit Card,0
T2726,4347,2942.88,ATM Withdrawal,0,Tablet,Miami,4,1,6,Net Banking,0
T2727,2799,2534.35,Online Purchase,3,Mobile,Houston,1,51,5,UPI,0
T2728,2706,3475.47,ATM Withdrawal,22,Desktop,Seattle,4,96,11,Debit Card,0
T2729,4019,1529.51,ATM Withdrawal,21,Desktop,New York,0,53,3,Debit Card,0
T2730,3560,2014.83,Bank Transfer,11,Mobile,Chicago,0,37,11,Credit Card,0
T2731,3360,111.7,ATM Withdrawal,0,Desktop,Miami,2,58,5,UPI,0
T2732,1575,3052.66,Online Purchase,18,Mobile,Seattle,2,68,5,UPI,0
T2733,3933,2118.6,Online Purchase,10,Desktop,Boston,3,59,3,Credit Card,0
T2734,3003,4599.22,Bill Payment,9,Tablet,Miami,0,10,9,UPI,0
T2735,2307,3210.72,Bill Payment,7,Desktop,Los Angeles,0,9,10,Net Banking,0
T2736,4192,1996.48,ATM Withdrawal,17,Desktop,Boston,2,43,7,Credit Card,0
T2737,4178,1321.63,Online Purchase,16,Desktop,Houston,1,65,5,Credit Card,0
T2738,2956,4526.9,ATM Withdrawal,9,Mobile,Seattle,1,32,14,Credit Card,0
T2739,3734,86.24,POS Payment,15,Mobile,New York,4,83,11,Net Banking,0
T2740,3020,1637.93,Bank Transfer,0,Desktop,Chicago,0,90,3,UPI,0
T2741,4275,4717.81,Bank Transfer,6,Tablet,Houston,3,80,2,Debit Card,0
T2742,3212,3271.89,Online Purchase,22,Desktop,Los Angeles,1,79,9,Credit Card,0
T2743,3352,2665.93,POS Payment,9,Mobile,,2,32,11,,0
T2744,4568,1021.66,Online Purchase,16,Desktop,New York,4,8,8,Credit Card,0
T2745,2655,4167.71,POS Payment,4,Mobile,Houston,3,15,12,Net Banking,0
T2746,2579,1024.97,Online Purchase,23,Desktop,San Francisco,4,46,6,Credit Card,0
T2747,2847,1245.03,Bill Payment,8,,Los Angeles,4,4,14,Net Banking,1
T2748,3203,963.3,ATM Withdrawal,15,Desktop,Seattle,4,94,7,Debit Card,0
T2749,2390,794.96,Bank Transfer,23,Mobile,Houston,3,62,6,Net Banking,0
T2750,2742,4766.8,Bank Transfer,9,Desktop,Miami,0,10,5,Credit Card,0
T2751,2925,3012.15,POS Payment,23,Mobile,Boston,2,21,3,UPI,0
T2752,1619,3191,Bill Payment,4,Desktop,Boston,1,57,2,Net Banking,0
T2753,2274,4771.86,POS Payment,2,Tablet,Houston,1,82,4,,0
T2754,1956,1156.72,Bill Payment,10,Mobile,Los Angeles,2,13,7,Debit Card,0
T2755,2939,34.56,POS Payment,1,Desktop,Boston,2,82,9,Net Banking,0
T2756,4953,2996.42,Online Purchase,20,Desktop,Boston,2,43,9,Debit Card,1
T2757,3381,2541.69,Online Purchase,,Mobile,Seattle,2,108,5,Net Banking,0
T2758,4713,2390.86,Bank Transfer,13,Desktop,Seattle,2,49,13,Debit Card,0
T2759,1968,314.09,POS Payment,16,Desktop,Chicago,0,100,1,Credit Card,0
T2760,3558,2274.9,POS Payment,1,Desktop,New York,2,9,7,UPI,0
T2761,2316,1441.36,Online Purchase,2,Desktop,Boston,3,44,13,UPI,0
T2762,2043,1376.45,POS Payment,21,Tablet,Houston,2,50,12,Debit Card,0
T2763,1281,49997.8,Bank Transfer,4,Desktop,Seattle,2,20,9,Net Banking,0
T2764,3844,1665.98,Bank Transfer,18,Desktop,Boston,4,2,1,UPI,0
T2765,4072,1768.9,POS Payment,15,,Miami,3,40,12,Invalid Method,0
T2766,3166,1547.34,Bank Transfer,16,Desktop,Miami,4,64,2,Credit Card,0
T2767,2058,4893.87,Bank Transfer,16,Tablet,Seattle,4,44,6,Credit Card,0
T2768,1197,4663.99,POS Payment,8,,Los Angeles,1,33,6,Net Banking,0
T2769,3532,2874.68,POS Payment,13,,Miami,3,1,9,,0
T2770,4828,4905.37,Online Purchase,23,Desktop,San Francisco,4,83,6,Credit Card,0
T2771,2082,4956.03,Online Purchase,20,Mobile,,2,72,14,UPI,0
T2772,3884,1782.92,Bill Payment,8,Mobile,San Francisco,1,91,6,,1
T2773,2184,2228.71,POS Payment,21,Tablet,Los Angeles,0,84,3,UPI,0
T2774,2008,4795.51,Bill Payment,1,Desktop,Boston,1,27,6,Net Banking,0
T2775,3738,3045.09,POS Payment,19,Mobile,Seattle,0,44,12,Credit Card,1
T2776,2229,1068.58,Bill Payment,0,Mobile,Miami,0,13,7,Net Banking,0
T2777,2035,3448.46,ATM Withdrawal,5,Tablet,San Francisco,2,5,14,Net Banking,0
T2778,1489,,POS Payment,16,Mobile,,3,3,4,Debit Card,0
T2779,1275,1700.09,Bank Transfer,23,Mobile,Seattle,3,16,2,Debit Card,0
T2780,3740,1141.66,Bill Payment,15,,New York,1,92,11,Credit Card,1
T2781,3289,1228.68,ATM Withdrawal,1,Tablet,,0,37,8,Credit Card,0
T2782,2239,28.25,ATM Withdrawal,15,Tablet,San Francisco,3,56,10,Net Banking,1
T2783,2274,4404.14,Online Purchase,17,,Miami,0,39,12,Net Banking,0
T2784,4882,1483.47,ATM Withdrawal,16,Tablet,Houston,2,57,6,Debit Card,0
T2785,1125,436.44,Bill Payment,6,Tablet,Boston,1,48,6,Debit Card,0
T2786,1216,439.5,ATM Withdrawal,8,Mobile,Chicago,4,90,3,Credit Card,0
T2787,4377,2782.31,ATM Withdrawal,,Mobile,San Francisco,2,74,2,Credit Card,0
T2788,4868,4964.64,Online Purchase,14,Desktop,New York,1,18,5,Debit Card,0
T2789,2208,729.39,Online Purchase,7,Mobile,New York,1,83,7,Net Banking,0
T2790,4110,502.61,POS Payment,17,Tablet,San Francisco,2,49,2,Invalid Method,0
T2791,2246,2194.33,Bank Transfer,,Desktop,Seattle,0,86,7,UPI,0
T2792,4255,2818.84,ATM Withdrawal,19,Mobile,Miami,4,7,13,,0
T2793,3542,1475.43,Bank Transfer,19,Tablet,Los Angeles,0,39,2,Debit Card,0
T2794,3474,1516.1,ATM Withdrawal,3,Desktop,Miami,2,114,3,Debit Card,0
T2795,4249,2125.26,Online Purchase,0,,Houston,2,22,10,UPI,0
T2796,1918,,Bill Payment,12,Mobile,Los Angeles,3,76,5,UPI,0
T2797,4499,4577.08,POS Payment,8,Desktop,Miami,4,105,13,UPI,0
T2798,2317,214.56,ATM Withdrawal,1,Tablet,Miami,0,38,13,Net Banking,0
T2799,4923,1176.68,Bill Payment,0,Desktop,Miami,1,32,11,Credit Card,0
T2800,3198,4043.72,Online Purchase,5,Tablet,New York,0,35,5,Net Banking,0
T2801,3431,4170.62,POS Payment,21,Desktop,New York,1,21,2,Net Banking,0
T2802,2661,562.22,Bank Transfer,14,Desktop,Miami,1,69,13,,0
T2803,4884,4868.95,POS Payment,,Tablet,Boston,4,109,1,,0
T2804,1307,3468.31,Bank Transfer,11,,Boston,1,114,9,Invalid Method,0
T2805,2359,,ATM Withdrawal,1,Desktop,Los Angeles,3,106,4,UPI,0
T2806,2969,2282.91,Bank Transfer,21,Tablet,Seattle,0,35,14,Credit Card,0
T2807,3793,1489.21,Bank Transfer,2,Desktop,,3,62,9,UPI,0
T2808,1891,754.36,POS Payment,3,Desktop,Boston,1,19,10,UPI,0
T2809,1374,1459.43,ATM Withdrawal,,Mobile,Houston,3,93,5,Net Banking,0
T2810,4079,2902.56,Online Purchase,12,Desktop,New York,2,79,2,Debit Card,0
T2811,3033,4130.72,POS Payment,4,Tablet,New York,0,73,9,Debit Card,0
T2812,2364,1820.83,ATM Withdrawal,,Mobile,Los Angeles,0,109,9,UPI,0
T2813,1128,,Bill Payment,0,Desktop,Miami,4,94,6,Net Banking,0
T2814,2014,2342.66,Online Purchase,22,Desktop,New York,2,28,14,Debit Card,0
T2815,2799,3224.56,Bank Transfer,20,Mobile,San Francisco,1,78,1,Credit Card,0
T2816,3716,3759.32,Bill Payment,17,Mobile,Boston,1,44,2,Credit Card,0
T2817,4423,49997.8,Bank Transfer,5,Tablet,Miami,3,32,5,Net Banking,0
T2818,2381,2933.83,ATM Withdrawal,3,Mobile,Houston,4,11,12,Credit Card,0
T2819,1516,1949.86,Online Purchase,,Desktop,Houston,1,7,13,Credit Card,1
T2820,2518,3583.42,Online Purchase,4,Tablet,Boston,3,87,10,,0
T2821,1085,827.55,POS Payment,0,Desktop,New York,3,99,5,Credit Card,0
T2822,2198,1288.34,ATM Withdrawal,9,Mobile,Los Angeles,3,49,6,,0
T2823,4873,2133.17,Bank Transfer,7,Desktop,Miami,2,4,12,Net Banking,1
T2824,4264,4447.63,Bank Transfer,20,Unknown Device,Los Angeles,4,4,13,Credit Card,0
T2825,3358,2868.76,Bank Transfer,21,Desktop,Houston,3,38,5,Net Banking,0
T2826,2142,4827.15,Bank Transfer,16,Mobile,New York,1,65,8,Net Banking,0
T2827,4289,520.87,Online Purchase,16,Desktop,San Francisco,1,94,10,Debit Card,0
T2828,3474,2303.58,Online Purchase,7,Mobile,Boston,2,45,14,UPI,0
T2829,2993,2098.3,Bank Transfer,13,Tablet,San Francisco,2,24,12,Net Banking,0
T2830,4485,3003.03,POS Payment,,Mobile,Miami,4,68,13,Credit Card,0
T2831,3161,4060.76,Bill Payment,15,Tablet,Boston,1,4,8,Net Banking,0
T2832,4216,4208.03,ATM Withdrawal,11,,New York,2,105,12,Debit Card,0
T2833,4609,3352.62,Bank Transfer,8,,Miami,4,36,14,UPI,1
T2834,4719,3209.47,ATM Withdrawal,3,Desktop,Seattle,0,63,9,Credit Card,0
T2835,1302,4745.4,Bank Transfer,3,Tablet,Boston,4,22,7,UPI,0
T2836,3791,1921.52,POS Payment,20,Tablet,Boston,2,90,4,UPI,0
T2837,4952,4164.75,Bill Payment,,Desktop,Seattle,4,65,11,UPI,0
T2838,1587,4607.91,Bank Transfer,20,Tablet,Houston,0,18,2,Credit Card,0
T2839,1986,2460.24,Bank Transfer,16,Tablet,San Francisco,4,43,12,UPI,0
T2840,2863,3646.87,Bill Payment,15,Desktop,San Francisco,2,84,4,UPI,0
T2841,1344,1888.21,Bank Transfer,8,Mobile,Los Angeles,1,107,3,UPI,0
T2842,1813,798.6,Online Purchase,15,Mobile,Los Angeles,1,3,9,Net Banking,1
T2843,2987,2934.59,POS Payment,22,Tablet,Seattle,1,99,14,Net Banking,0
T2844,3848,986.38,Online Purchase,1,Mobile,Houston,1,89,8,Debit Card,0
T2845,4072,2290.71,POS Payment,,Unknown Device,Seattle,2,54,10,Net Banking,0
T2846,4218,4365.03,Online Purchase,23,Desktop,San Francisco,4,71,11,Net Banking,0
T2847,2310,434.66,Online Purchase,17,Tablet,Miami,4,68,8,,0
T2848,2999,156.99,Bank Transfer,4,Mobile,Houston,1,7,7,UPI,0
T2849,2677,3034.36,POS Payment,17,Desktop,Miami,1,18,13,UPI,0
T2850,4124,1658.65,POS Payment,4,Desktop,Boston,4,116,5,Credit Card,0
T2851,2327,2092.6,Bank Transfer,22,Tablet,Miami,2,61,2,UPI,0
T2852,2092,2031.52,POS Payment,0,Mobile,New York,0,66,13,Net Banking,0
T2853,3408,437.67,POS Payment,0,,New York,2,114,1,Invalid Method,0
T2854,4673,22.81,Bank Transfer,0,Desktop,Boston,4,67,8,Credit Card,0
T2855,4291,4492.62,ATM Withdrawal,11,Desktop,Chicago,2,4,12,Credit Card,0
T2856,2009,1092.9,Bill Payment,11,Tablet,Houston,3,93,7,,0
T2857,1703,2133.26,Online Purchase,4,,Chicago,0,104,3,Net Banking,0
T2858,1574,,POS Payment,11,Tablet,Chicago,4,65,3,Credit Card,0
T2859,2608,4134.68,Bill Payment,20,Desktop,Los Angeles,4,42,10,Debit Card,0
T2860,4232,544.11,Bank Transfer,12,Desktop,Los Angeles,1,32,7,Credit Card,0
T2861,4752,2545.05,POS Payment,9,Mobile,New York,3,9,5,Net Banking,0
T2862,2112,49997.8,Bill Payment,13,Mobile,Boston,3,60,6,UPI,0
T2863,1687,3493.47,Online Purchase,16,Mobile,Boston,1,86,4,Net Banking,0
T2864,3828,3805.41,Bill Payment,9,Tablet,,0,102,7,UPI,0
T2865,3632,2289.99,ATM Withdrawal,15,Desktop,Seattle,1,52,6,UPI,0
T2866,4828,883.74,POS Payment,7,Tablet,San Francisco,0,106,12,UPI,0
T2867,3636,2327.04,Online Purchase,11,Tablet,San Francisco,3,26,5,UPI,0
T2868,4230,3241.2,Online Purchase,12,Mobile,Los Angeles,1,29,13,Debit Card,0
T2869,1488,3044.92,Online Purchase,5,Mobile,,4,13,12,Net Banking,1
T2870,4018,,ATM Withdrawal,15,Tablet,Los Angeles,1,10,13,UPI,0
T2871,2347,329.44,Bill Payment,17,Mobile,Los Angeles,3,42,10,Credit Card,0
T2872,4681,4826.46,Online Purchase,21,Desktop,Miami,2,30,3,Debit Card,0
T2873,4452,763.27,ATM Withdrawal,23,Desktop,Los Angeles,0,7,5,Net Banking,0
T2874,4173,1475.84,POS Payment,20,Desktop,Houston,0,45,9,Net Banking,0
T2875,1493,3839.33,POS Payment,2,Desktop,New York,3,6,3,UPI,0
T2876,2667,2051.34,Bank Transfer,8,Desktop,San Francisco,1,119,7,Credit Card,0
T2877,2637,911.42,ATM Withdrawal,8,Mobile,Houston,0,43,8,Debit Card,0
T2878,1018,2338.83,Online Purchase,16,Tablet,Miami,1,58,8,Debit Card,0
T2879,4525,2846.91,ATM Withdrawal,6,Mobile,San Francisco,4,10,14,Net Banking,0
T2880,4553,2266.57,ATM Withdrawal,20,Tablet,Seattle,0,35,9,,0
T2881,4665,4595.14,Bill Payment,11,Desktop,San Francisco,1,119,14,Net Banking,0
T2882,3444,1427.07,Bank Transfer,0,Mobile,New York,4,4,11,,0
T2883,2000,3308.35,ATM Withdrawal,,Mobile,San Francisco,3,38,7,Debit Card,0
T2884,4350,565.91,Online Purchase,4,Tablet,Boston,0,22,13,UPI,0
T2885,1850,1964.47,Bank Transfer,19,Mobile,New York,3,70,6,Debit Card,0
T2886,2388,3706.26,POS Payment,0,Mobile,Miami,2,80,5,Credit Card,0
T2887,2354,1127.96,ATM Withdrawal,20,Tablet,San Francisco,4,57,13,UPI,0
T2888,4712,2950.91,Bill Payment,23,Mobile,Los Angeles,4,1,4,Credit Card,0
T2889,2367,771.42,Online Purchase,8,Desktop,San Francisco,1,39,11,UPI,0
T2890,1821,517.99,ATM Withdrawal,15,Desktop,Seattle,2,27,8,Invalid Method,0
T2891,1454,2618.55,Bill Payment,7,Mobile,Boston,0,2,9,,0
T2892,2624,,POS Payment,1,Mobile,Houston,3,119,13,UPI,0
T2893,3772,571.27,ATM Withdrawal,5,Mobile,Los Angeles,3,15,2,UPI,0
T2894,4726,4589.29,Bill Payment,15,Tablet,Boston,1,22,1,Debit Card,1
T2895,4136,1132.73,Online Purchase,22,Mobile,Seattle,0,44,4,Credit Card,0
T2896,4147,604.28,Online Purchase,23,Mobile,Miami,0,42,5,Credit Card,0
T2897,1710,1017.48,POS Payment,22,Desktop,Houston,0,4,7,,0
T2898,3190,852.01,Bank Transfer,0,Tablet,Houston,1,4,13,Net Banking,0
T2899,1916,457.92,ATM Withdrawal,,Mobile,Miami,0,68,14,Credit Card,0
T2900,4986,3990.21,Bill Payment,4,,Seattle,0,27,11,Debit Card,0
T2901,3875,,POS Payment,12,Desktop,Houston,2,63,10,,0
T2902,3652,1945.65,POS Payment,2,Mobile,Miami,2,54,14,UPI,0
T2903,2496,4753.39,Bill Payment,13,Tablet,,0,74,8,Credit Card,0
T2904,2440,1858.19,Bank Transfer,21,Tablet,San Francisco,0,44,1,Net Banking,0
T2905,1304,839.03,Bank Transfer,21,Tablet,San Francisco,0,109,7,Invalid Method,0
T2906,1735,1373.84,POS Payment,7,Desktop,Miami,0,99,4,Invalid Method,0
T2907,4568,1198.64,POS Payment,20,Mobile,Chicago,3,52,3,Credit Card,0
T2908,3338,2496.21,POS Payment,16,Tablet,Seattle,1,89,7,Net Banking,0
T2909,2963,1461.07,POS Payment,18,Tablet,Los Angeles,1,119,1,Net Banking,0
T2910,3149,2582.73,POS Payment,13,Mobile,San Francisco,1,116,4,UPI,0
T2911,3009,3348.12,ATM Withdrawal,8,Desktop,Miami,2,6,2,UPI,0
T2912,4338,3887.61,ATM Withdrawal,6,Mobile,Los Angeles,2,106,4,UPI,0
T2913,3914,3552.24,ATM Withdrawal,20,Tablet,Boston,1,24,14,Debit Card,0
T2914,4015,1031.93,Online Purchase,13,Unknown Device,,0,11,6,Credit Card,1
T2915,4693,,ATM Withdrawal,0,Desktop,,3,103,8,Credit Card,0
T2916,4021,2714.54,ATM Withdrawal,11,Desktop,Houston,1,6,4,Net Banking,0
T2917,3889,998.56,Bank Transfer,3,Tablet,New York,1,31,2,Net Banking,0
T2918,1961,429.24,POS Payment,23,Desktop,Los Angeles,4,9,14,Debit Card,0
T2919,3989,2637.84,Bill Payment,14,,New York,3,37,13,Credit Card,0
T2920,4848,1637.34,Bank Transfer,0,Desktop,Seattle,4,101,8,UPI,0
T2921,2026,3781.96,Online Purchase,7,Mobile,Chicago,4,32,10,Debit Card,0
T2922,3132,1574.39,Bank Transfer,14,Tablet,New York,0,105,6,Debit Card,0
T2923,4865,4893.69,Bill Payment,5,Mobile,Los Angeles,2,24,11,Net Banking,0
T2924,3375,3793.82,Bank Transfer,1,Unknown Device,Houston,0,2,13,Credit Card,0
T2925,3863,293.18,Bank Transfer,12,Mobile,Boston,0,119,13,Net Banking,0
T2926,2473,2546.82,ATM Withdrawal,,Desktop,New York,4,22,5,Debit Card,0
T2927,3501,2815.29,Online Purchase,1,Desktop,Chicago,2,12,8,UPI,0
T2928,2947,3478.04,ATM Withdrawal,0,Tablet,Miami,2,61,1,Credit Card,0
T2929,3676,2491.5,Bill Payment,22,Desktop,Los Angeles,2,102,7,Debit Card,0
T2930,4292,2419.8,Online Purchase,7,Tablet,,3,106,14,UPI,0
T2931,2177,1842.85,Bill Payment,15,Tablet,Boston,4,56,12,Credit Card,0
T2932,1664,1360.95,Bill Payment,10,,Houston,3,85,12,Credit Card,1
T2933,1011,4731.27,Bank Transfer,22,Tablet,New York,3,94,12,Credit Card,0
T2934,2156,1591.4,Bank Transfer,6,Tablet,Boston,4,87,4,UPI,0
T2935,1303,321.79,Bank Transfer,6,Mobile,Boston,3,114,14,Net Banking,0
T2936,4364,840.59,Bank Transfer,19,Tablet,Chicago,1,78,4,Net Banking,0
T2937,4022,,Online Purchase,1,Mobile,Boston,3,87,13,Net Banking,0
T2938,4371,2935.23,ATM Withdrawal,12,Unknown Device,Chicago,3,71,4,,0
T2939,2763,3895.01,Online Purchase,3,Mobile,San Francisco,4,68,1,Debit Card,0
T2940,3830,49997.8,Bank Transfer,13,Tablet,Los Angeles,0,96,2,Debit Card,0
T2941,1042,4117.07,POS Payment,8,Tablet,Miami,0,40,3,Net Banking,0
T2942,1943,2755.32,Bill Payment,17,Mobile,Seattle,3,115,14,Net Banking,0
T2943,3390,889.72,Bank Transfer,3,Mobile,San Francisco,1,103,7,Credit Card,0
T2944,2349,745.42,Bank Transfer,13,Mobile,Chicago,4,35,10,Debit Card,0
T2945,4885,2872.05,Bill Payment,20,Desktop,San Francisco,4,15,1,Debit Card,0
T2946,3545,1835.74,Bill Payment,21,Tablet,Los Angeles,3,106,7,Debit Card,0
T2947,3411,2792.45,ATM Withdrawal,6,Mobile,Chicago,3,68,4,Credit Card,0
T2948,1890,2494.9,Online Purchase,21,Tablet,San Francisco,1,89,11,Net Banking,0
T2949,3474,3012.98,Bill Payment,3,Mobile,Chicago,3,48,3,UPI,0
T2950,2004,165.4,Online Purchase,,Tablet,Chicago,1,114,10,UPI,0
T2951,1020,169.02,Bank Transfer,2,Tablet,New York,2,22,12,Net Banking,0
T2952,1406,3609.37,POS Payment,16,Mobile,,2,41,3,Debit Card,0
T2953,3666,969.67,POS Payment,7,Desktop,Seattle,2,65,2,Net Banking,1
T2954,2014,3262.73,ATM Withdrawal,19,Tablet,Boston,0,86,5,UPI,0
T2955,1335,2735.15,ATM Withdrawal,8,Mobile,Los Angeles,0,49,4,Net Banking,0
T2956,2838,4909.06,ATM Withdrawal,,Tablet,Chicago,4,29,1,UPI,0
T2957,4188,4177.85,POS Payment,,Tablet,Seattle,3,67,4,,0
T2958,2147,2068.61,Bill Payment,22,Tablet,,4,103,12,UPI,0
T2959,3446,3083.98,Bill Payment,2,Tablet,New York,2,65,11,Debit Card,0
T2960,3840,590.86,Bill Payment,13,Desktop,Houston,2,34,6,,0
T2961,2827,1935,Bank Transfer,13,Mobile,San Francisco,1,119,9,Net Banking,0
T2962,1714,3670.77,Online Purchase,11,Unknown Device,Los Angeles,3,98,2,Credit Card,0
T2963,1050,3115.24,Bank Transfer,21,Tablet,Houston,2,119,11,UPI,0
T2964,4854,2424.93,ATM Withdrawal,14,Unknown Device,Los Angeles,0,71,8,Credit Card,0
T2965,1323,886.76,ATM Withdrawal,3,Desktop,Houston,1,78,5,Credit Card,0
T2966,1788,4016.71,Bill Payment,2,Desktop,Chicago,0,3,2,Credit Card,0
T2967,1140,,Bank Transfer,7,Desktop,,1,36,6,Debit Card,0
T2968,1469,4103.29,Bank Transfer,5,Mobile,New York,4,53,7,Net Banking,0
T2969,1786,3059.99,Bill Payment,16,Tablet,Los Angeles,4,3,9,Net Banking,0
T2970,2825,1866.79,Online Purchase,5,Mobile,Boston,1,58,11,Debit Card,0
T2971,2357,207.82,Online Purchase,15,Tablet,Seattle,1,98,12,UPI,0
T2972,2916,1165.93,Bank Transfer,1,Desktop,,0,89,13,Debit Card,0
T2973,1963,4445.91,Bank Transfer,8,Tablet,Houston,4,26,8,Net Banking,0
T2974,4055,4090.78,Online Purchase,13,Desktop,Seattle,0,115,1,Credit Card,0
T2975,1372,49997.8,POS Payment,12,Tablet,Houston,0,95,1,Credit Card,0
T2976,4635,2334.28,POS Payment,12,Mobile,Seattle,2,44,3,Credit Card,0
T2977,3541,3237.48,ATM Withdrawal,16,Tablet,San Francisco,2,49,12,Credit Card,0
T2978,4610,2333.91,Bank Transfer,6,Tablet,Houston,3,95,11,Debit Card,0
T2979,2692,3223.3,Online Purchase,2,Desktop,Chicago,4,31,11,UPI,0
T2980,3798,1540.48,Bill Payment,20,Mobile,Boston,4,20,2,,0
T2981,2179,49997.8,Bill Payment,12,Mobile,Boston,3,115,7,UPI,0
T2982,3338,3511.08,POS Payment,10,Tablet,New York,3,32,6,Credit Card,1
T2983,2671,1653.23,Online Purchase,2,Mobile,Los Angeles,0,33,2,Debit Card,0
T2984,4215,4154.18,POS Payment,17,Tablet,Los Angeles,1,99,2,Credit Card,0
T2985,1105,2439.28,POS Payment,,Desktop,San Francisco,2,42,7,UPI,0
T2986,2443,877.32,Bank Transfer,11,Desktop,Houston,2,21,9,UPI,0
T2987,3717,393.17,Bank Transfer,15,Mobile,Boston,0,83,3,Net Banking,0
T2988,2681,3499.53,Online Purchase,7,,Seattle,3,57,4,,0
T2989,1001,4326.28,ATM Withdrawal,14,Tablet,Seattle,0,16,8,UPI,0
